,activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value,action_type,canonical_smiles,mechanism_of_action,tid
1286,563531,4796,16547,219374,381693,=,16000.0,nM,1,Kb,,,0,,BAO_0000587,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,KB,=,16.0,uM,,,,,Adenosine receptor antagonist,105024.0
1287,970311,10423,15917,84263,72873,=,0.48,,0,Kd,,,0,,BAO_0000034,,,,,,1,Kd,=,0.48,,,,,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,Cyclophilin A modulator,180.0
1288,716524,13123,6996,48663,2045,=,0.6,,0,Diuretic activity,,,0,,BAO_0000179,,,,,,1,Diuretic activity,=,0.6,,,,,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,Thiazide-sensitive sodium-chloride cotransporter inhibitor,151.0
1289,752167,13123,6996,48664,2046,=,1.4,,0,Diuretic activity,,,0,,BAO_0000179,,,,,,1,Diuretic activity,=,1.4,,,,,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Sodium-(potassium)-chloride cotransporter 2 inhibitor,167.0
1290,716523,13126,6996,48663,2045,=,0.4,,0,Diuretic activity,,,0,,BAO_0000179,,,,,,1,Diuretic activity,=,0.4,,,,,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,Thiazide-sensitive sodium-chloride cotransporter inhibitor,151.0
1291,752166,13126,6996,48664,2046,=,0.5,,0,Diuretic activity,,,0,,BAO_0000179,,,,,,1,Diuretic activity,=,0.5,,,,,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Sodium-(potassium)-chloride cotransporter 2 inhibitor,167.0
1292,537714,20216,15738,276600,3859,=,0.93,,0,pKi ratio,,,0,,BAO_0000179,,,,,,1,pKi ratio,=,0.93,,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
1293,537714,20216,15738,276600,3859,=,0.93,,0,pKi ratio,,,0,,BAO_0000179,,,,,,1,pKi ratio,=,0.93,,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
1294,542982,20216,15738,276599,2261,=,1.19,,0,pKi ratio,,,0,,BAO_0000179,,,,,,1,pKi ratio,=,1.19,,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
1295,542982,20216,15738,276599,2261,=,1.19,,0,pKi ratio,,,0,,BAO_0000179,,,,,,1,pKi ratio,=,1.19,,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
1296,128749,22204,10584,85428,21523,=,9.67,,0,pKB,,,0,,BAO_0000179,,,,,,1,pKB,=,9.67,,,,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Cysteinyl leukotriene receptor 1 antagonist,179.0
1297,286851,23879,8227,275137,336913,=,6.49,,0,Log Kd,,,0,,BAO_0000179,,,,,,1,Log Kd,=,6.49,,,,,,DNA inhibitor,105574.0
1298,286851,23879,8227,275137,336913,=,6.49,,0,Log Kd,,,0,,BAO_0000179,,,,,,1,Log Kd,=,6.49,,,,,,DNA topoisomerase II alpha inhibitor,63.0
1299,290585,23879,8227,275141,2580,=,5.14,,0,Log Kd,,,0,,BAO_0000179,,,,,,1,Log Kd,=,5.14,,,,,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,DNA topoisomerase II inhibitor,104727.0
1300,825967,24231,16934,94636,85649,=,900000.0,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.9,mM,,,,FC(F)(F)C(Cl)Br,Glycine receptor (alpha-1/beta) positive modulator,105747.0
1301,825967,24231,16934,94636,85649,=,900000.0,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.9,mM,,,,FC(F)(F)C(Cl)Br,GABA-A receptor; anion channel positive allosteric modulator,104688.0
1302,825967,24231,16934,94636,85649,=,900000.0,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.9,mM,,,,FC(F)(F)C(Cl)Br,Potassium channel subfamily K member 10 opener,105637.0
1303,825967,24231,16934,94636,85649,=,900000.0,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.9,mM,,,,FC(F)(F)C(Cl)Br,Potassium channel subfamily K member 18 opener,105638.0
1304,825967,24231,16934,94636,85649,=,900000.0,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.9,mM,,,,FC(F)(F)C(Cl)Br,Potassium channel subfamily K member 3 opener,105602.0
1305,825967,24231,16934,94636,85649,=,900000.0,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.9,mM,,,,FC(F)(F)C(Cl)Br,Potassium channel subfamily K member 9 opener,105603.0
1306,825967,24231,16934,94636,85649,=,900000.0,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.9,mM,,,,FC(F)(F)C(Cl)Br,Potassium channel subfamily K member 2 opener,105604.0
1307,895712,24269,7968,325628,453570,=,10.0,nM,1,Kd,,,0,8.0,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,1e-08,M,,,,,Voltage-gated L-type calcium channel blocker,104801.0
1308,895713,24270,7968,325628,453570,=,0.26,nM,1,Kd,,,0,9.59,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,2.6e-10,M,,,,,Voltage-gated L-type calcium channel blocker,104801.0
1309,895714,24271,7968,325628,453570,=,16.0,nM,1,Kd,,,0,7.8,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,1.6e-08,M,,,,,Voltage-gated L-type calcium channel blocker,104801.0
1310,1251609,24990,13410,130830,441984,=,8.1,,0,CMpH,,,0,,BAO_0000179,,,,,,1,CMpH,=,8.1,,,,,,LXR-beta agonist,20113.0
1311,1251609,24990,13410,130830,441984,=,8.1,,0,CMpH,,,0,,BAO_0000179,,,,,,1,CMpH,=,8.1,,,,,,LXR-alpha agonist,11269.0
1312,1082813,27371,9988,286572,39624,=,184700.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.1847,mM,,,,C[n+]1ccccc1/C=N/O.[Cl-],Acetylcholinesterase activator,93.0
1313,259817,27375,8682,35767,10009,=,25000000.0,nM,1,Ki,,Outside typical range,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25.0,mM,,,,C[S+](C)[O-],Unknown,
1314,1016047,27389,4454,160965,704882,=,24.0,nM,1,Ki,,,0,7.62,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.024,uM,,,,,Acetylcholinesterase inhibitor,93.0
1315,1277718,27438,16115,85296,77702,=,17.2,nM,1,IC50,,,0,7.76,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.0172,uM,,,,O=C(/C=C/c1c(-c2ccccc2)nn2ccccc12)N1CCCC[C@@H]1CCO,Adenosine A1 receptor antagonist,114.0
1316,976768,27444,16650,242413,91392,=,69.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,69.0,%,,,,Nc1sc2c(c1C(=O)c1ccc(Cl)cc1)CCCC2,Adenosine A1 receptor modulator,114.0
1317,844509,27464,8633,8602,381693,=,14125375446227.6,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log IC50,=,4.15,,,,,,Phosphodiesterase 4 inhibitor,104679.0
1318,844509,27464,8633,8602,381693,=,14125375446227.6,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log IC50,=,4.15,,,,,,Phosphodiesterase 3 inhibitor,104707.0
1319,844509,27464,8633,8602,381693,=,14125375446227.6,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log IC50,=,4.15,,,,,,Adenosine receptor antagonist,105024.0
1320,650181,27467,15339,325467,77702,=,0.4898,nM,1,Ki,,,0,9.31,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log Ki,=,-9.31,,,,,O=C(/C=C/c1c(-c2ccccc2)nn2ccccc12)N1CCCC[C@@H]1CCO,Adenosine A1 receptor antagonist,114.0
1321,155232,27476,11377,194956,381693,=,8470.0,nM,1,Ki,,,1,5.07,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,8470.0,nM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1322,155232,27476,11377,194956,381693,=,8470.0,nM,1,Ki,,,1,5.07,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,8470.0,nM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1323,155232,27476,11377,194956,381693,=,8470.0,nM,1,Ki,,,1,5.07,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,8470.0,nM,,,,,Adenosine receptor antagonist,105024.0
1324,442276,27485,1205,43613,21523,>,10000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10.0,uM,,,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Cysteinyl leukotriene receptor 1 antagonist,179.0
1325,1023400,27495,8420,66090,33809,=,93.0,%,0,Control,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Control,=,93.0,%,,,,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,Vitamin K-dependent gamma-carboxylase inhibitor,19910.0
1326,1023401,27496,8420,66090,33809,=,67.0,%,0,Control,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Control,=,67.0,%,,,,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,Vitamin K-dependent gamma-carboxylase inhibitor,19910.0
1327,1023389,27501,8420,66090,33809,=,74.0,%,0,Control,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Control,=,74.0,%,,,,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,Vitamin K-dependent gamma-carboxylase inhibitor,19910.0
1328,1023415,27502,8420,66090,33809,=,83.0,%,0,Control,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Control,=,83.0,%,,,,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,Vitamin K-dependent gamma-carboxylase inhibitor,19910.0
1329,1023388,27504,8420,66090,33809,=,75.0,%,0,Control,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Control,=,75.0,%,,,,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,Vitamin K-dependent gamma-carboxylase inhibitor,19910.0
1330,1189420,27506,8670,29344,115,=,8.0,%,0,Enhancement,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Enhancement,=,8.0,%,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1331,1195599,27506,8670,29346,115,>,5.0,%,0,Enhancement,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Enhancement,>,5.0,%,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1332,1202144,27506,8670,29314,892,=,15.0,%,0,Enhancement,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Enhancement,=,15.0,%,,,,C[N+](C)(C)CCOC(N)=O.[Cl-],Muscarinic acetylcholine receptor M3 agonist,219.0
1333,1211427,27506,8670,29315,445395,=,24.0,%,0,Enhancement,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Enhancement,=,24.0,%,,,,,Muscarinic acetylcholine receptor M3 antagonist,219.0
1334,1211427,27506,8670,29315,445395,=,24.0,%,0,Enhancement,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Enhancement,=,24.0,%,,,,,Muscarinic acetylcholine receptor M1 antagonist,61.0
1335,1211427,27506,8670,29315,445395,=,24.0,%,0,Enhancement,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Enhancement,=,24.0,%,,,,,Muscarinic acetylcholine receptor M2 antagonist,47.0
1336,1189421,27507,8670,29344,115,=,100.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,100.0,%,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1337,1195600,27507,8670,29346,115,=,100.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,100.0,%,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1338,1189415,27508,8670,29344,115,=,4.9e-06,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,4.9e-15,M,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1339,1195595,27508,8670,29346,115,=,0.022,nM,1,Kd,,,0,10.66,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,2.2e-11,M,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1340,1189416,27518,8670,29344,115,=,0.01,nM,1,Kd,,,0,11.0,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,1e-11,M,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1341,1195596,27518,8670,29346,115,=,10.0,nM,1,Kd,,,0,8.0,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,1e-08,M,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1342,1189417,27520,8670,29344,115,=,430.0,nM,1,Kd,,,0,6.37,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,4.3e-07,M,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1343,1195597,27520,8670,29346,115,=,5.2,nM,1,Kd,,,0,8.28,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,5.2e-09,M,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1344,1189418,27521,8670,29344,115,=,11000.0,nM,1,Kd,,,0,4.96,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,1.1e-05,M,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1345,1195598,27523,8670,29346,115,=,45000.0,nM,1,Kd,,,0,4.35,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,4.5e-05,M,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1346,1079566,27562,7237,33290,30180,=,29.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,29.0,%,,,,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Unknown,
1347,1277720,27568,16115,85296,77702,=,18.0,nM,1,Ki,,,0,7.75,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.018,uM,,,,O=C(/C=C/c1c(-c2ccccc2)nn2ccccc12)N1CCCC[C@@H]1CCO,Adenosine A1 receptor antagonist,114.0
1348,980600,27573,17602,227063,381693,=,6200.0,nM,1,Ki,,,0,5.21,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,6200.0,nM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1349,980600,27573,17602,227063,381693,=,6200.0,nM,1,Ki,,,0,5.21,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,6200.0,nM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1350,980600,27573,17602,227063,381693,=,6200.0,nM,1,Ki,,,0,5.21,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,6200.0,nM,,,,,Adenosine receptor antagonist,105024.0
1351,366156,27578,17161,236166,76361,=,1240.0,nM,1,Ki,,,0,5.91,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,1240.0,nM,,,,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Adenosine A3 receptor agonist,280.0
1352,1002100,27605,13021,212645,185141,=,0.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,0.0,%,,,,,GABA-B receptor antagonist,104988.0
1353,357343,27618,12484,187696,16485,=,48000.0,nM,1,Ki,,,0,4.32,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,48.0,uM,,,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Adenosine receptor antagonist,105024.0
1354,370041,27618,12484,187695,381693,=,25000.0,nM,1,Ki,,,0,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25.0,uM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1355,370041,27618,12484,187695,381693,=,25000.0,nM,1,Ki,,,0,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25.0,uM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1356,370041,27618,12484,187695,381693,=,25000.0,nM,1,Ki,,,0,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25.0,uM,,,,,Adenosine receptor antagonist,105024.0
1357,276071,27629,11517,249638,381693,=,16600.0,nM,1,Ki,,,0,4.78,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16.6,uM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1358,276071,27629,11517,249638,381693,=,16600.0,nM,1,Ki,,,0,4.78,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16.6,uM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1359,276071,27629,11517,249638,381693,=,16600.0,nM,1,Ki,,,0,4.78,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16.6,uM,,,,,Adenosine receptor antagonist,105024.0
1360,277322,27631,11438,226793,76666,=,430.0,nM,1,Ki,,,0,6.37,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,430.0,nM,,,,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,Adenosine A1 receptor antagonist,114.0
1361,277323,27632,11438,226793,76666,=,290.0,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,290.0,,,,,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,Adenosine A1 receptor antagonist,114.0
1362,1189419,27643,8670,29344,115,=,43000000.0,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.043,M,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1363,1189422,27644,8670,29344,115,=,4.7,,0,Mean enhancement of binding,,,0,,BAO_0000179,,,,,,1,Mean enhancement of binding,=,4.7,,,,,CN1CCC[C@H]1c1cccnc1,Neuronal acetylcholine receptor; alpha4/beta2 agonist,104283.0
1364,1211428,27652,8670,29315,445395,=,14.9,,0,Mean enhancement of binding,,,0,,BAO_0000179,,,,,,1,Mean enhancement of binding,=,14.9,,,,,,Muscarinic acetylcholine receptor M3 antagonist,219.0
1365,1211428,27652,8670,29315,445395,=,14.9,,0,Mean enhancement of binding,,,0,,BAO_0000179,,,,,,1,Mean enhancement of binding,=,14.9,,,,,,Muscarinic acetylcholine receptor M1 antagonist,61.0
1366,1211428,27652,8670,29315,445395,=,14.9,,0,Mean enhancement of binding,,,0,,BAO_0000179,,,,,,1,Mean enhancement of binding,=,14.9,,,,,,Muscarinic acetylcholine receptor M2 antagonist,47.0
1367,1202145,27654,8670,29314,892,=,15.0,,0,Mean enhancement of binding,,,0,,BAO_0000179,,,,,,1,Mean enhancement of binding,=,15.0,,,,,C[N+](C)(C)CCOC(N)=O.[Cl-],Muscarinic acetylcholine receptor M3 agonist,219.0
1368,795065,27753,11807,43879,381693,=,16600.0,nM,1,Ki,,,0,4.78,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16.6,uM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1369,795065,27753,11807,43879,381693,=,16600.0,nM,1,Ki,,,0,4.78,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16.6,uM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1370,795065,27753,11807,43879,381693,=,16600.0,nM,1,Ki,,,0,4.78,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16.6,uM,,,,,Adenosine receptor antagonist,105024.0
1371,654048,27754,13965,84169,76666,=,230.0,nM,1,Ki,,,0,6.64,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,230.0,nM,,,,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,Adenosine A1 receptor antagonist,114.0
1372,186860,27806,1626,327633,66028,=,57400.0,nM,1,IC50,,,0,4.24,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,57.4,uM,,,,CNC(=O)Oc1cccc2ccccc12,Acetylcholinesterase inhibitor,105700.0
1373,192867,27806,1626,327630,277372,>,1000000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,uM,,,,,Acetylcholinesterase 1 inhibitor,109497.0
1374,1167489,27811,15736,275648,704882,=,74.0,nM,1,IC50,,,1,7.13,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,74.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
1375,1082801,27812,9988,286572,39624,=,346000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,346.0,uM,,,,C[n+]1ccccc1/C=N/O.[Cl-],Acetylcholinesterase activator,93.0
1376,1105453,27816,14094,190723,167875,=,50.0,nM,1,IC50,,,0,7.3,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,5e-08,M,,,,,Acetylcholinesterase inhibitor,93.0
1377,1147955,27818,16274,277704,508604,=,130.0,nM,1,IC50,,,0,6.89,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,130.0,nM,,,,,Cholinesterases; ACHE & BCHE inhibitor,104805.0
1378,1170141,27818,16274,277706,704882,=,74.0,nM,1,IC50,,,1,7.13,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,74.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
1379,840142,27821,15075,207368,704882,=,74.0,nM,1,IC50,,,0,7.13,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,74.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
1380,949285,27824,1945,160189,704882,=,5.9,nM,1,Ki,,,0,8.23,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,5.9,nM,,,,,Acetylcholinesterase inhibitor,93.0
1381,954592,27824,1945,160187,704882,=,23.6,nM,1,Ki,,,0,7.63,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,23.6,nM,,,,,Acetylcholinesterase inhibitor,93.0
1382,925288,27825,4858,59853,704882,=,24.0,nM,1,Ki,,,1,7.62,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.024,uM,,,,,Acetylcholinesterase inhibitor,93.0
1383,1105456,27826,14094,190723,167875,=,200.0,nM,1,Ki,,,0,6.7,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,2e-07,M,,,,,Acetylcholinesterase inhibitor,93.0
1384,978709,27827,3969,146878,704882,=,5.9,nM,1,Ki,,,1,8.23,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,5.9,nM,,,,,Acetylcholinesterase inhibitor,93.0
1385,1096888,27855,16923,83228,75302,=,20930.0,nM,1,Ki,,,0,4.68,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,20930.0,nM,,,,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Thrombin inhibitor,11.0
1386,654047,27901,13965,84169,76666,=,0.72,nM,1,Ki,,,0,9.14,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.72,nM,,,,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,Adenosine A1 receptor antagonist,114.0
